timestamp,open,high,low,close,volume
1779890700000,2070.8,2070.8,2067.7,2067.7,153.9134
1779890760000,2067.7,2068.62,2067.1,2068.41,159.905
1779890820000,2068.41,2069.59,2065.41,2066.61,312.1524
1779890880000,2066.61,2067.3,2064.38,2065.41,415.4142
1779890940000,2065.41,2065.53,2064.36,2064.9,195.4506
1779891000000,2064.9,2065.49,2061.47,2062.21,172.5387
1779891060000,2062.21,2062.83,2060.95,2062.1,158.1979
1779891120000,2062.1,2063.76,2062.0,2063.67,50.6667
1779891180000,2063.67,2063.67,2062.4,2062.49,25.0673
1779891240000,2062.49,2062.8,2061.18,2062.27,106.9319
1779891300000,2062.27,2063.83,2062.27,2062.41,161.1002
1779891360000,2062.41,2063.61,2060.45,2063.61,154.496
1779891420000,2063.61,2064.97,2062.63,2064.32,89.9196
1779891480000,2064.32,2066.3,2063.47,2066.29,93.6243
1779891540000,2066.29,2068.11,2065.57,2067.74,121.5038
1779891600000,2067.74,2068.2,2060.7,2060.71,244.9277
1779891660000,2060.71,2062.45,2060.1,2060.88,145.366
1779891720000,2060.88,2061.3,2057.21,2059.01,152.7337
1779891780000,2059.01,2059.32,2057.9,2059.01,49.5808
1779891840000,2059.01,2059.01,2056.01,2056.81,144.5221
1779891900000,2056.81,2059.28,2056.47,2057.47,61.2962
1779891960000,2057.47,2058.45,2057.0,2057.4,101.737
1779892020000,2057.4,2058.11,2054.79,2055.27,147.0056
1779892080000,2055.27,2057.3,2055.1,2056.42,92.1605
1779892140000,2056.42,2057.57,2054.78,2057.22,89.5368
1779892200000,2057.22,2060.52,2056.94,2060.11,138.7516
1779892260000,2060.11,2063.38,2059.51,2063.32,272.5873
1779892320000,2063.32,2063.32,2057.62,2057.62,301.8655
1779892380000,2057.62,2060.47,2054.68,2056.3,552.226
1779892440000,2056.3,2061.43,2055.7,2060.98,232.2056
1779892500000,2060.98,2061.39,2059.77,2059.86,21.5364
1779892560000,2059.86,2062.13,2059.6,2060.11,48.2697
1779892620000,2060.11,2060.4,2058.11,2059.64,177.4756
1779892680000,2059.64,2062.49,2059.64,2062.33,192.3797
1779892740000,2062.33,2062.33,2060.01,2060.73,19.8441
1779892800000,2060.73,2061.24,2059.81,2060.48,43.0462
1779892860000,2060.48,2060.55,2059.0,2059.34,45.012
1779892920000,2059.34,2059.34,2056.21,2056.97,53.9685
1779892980000,2056.97,2059.68,2056.32,2059.68,58.5199
1779893040000,2059.68,2060.19,2059.01,2060.09,22.2285
1779893100000,2060.09,2061.27,2059.61,2061.27,65.9532
1779893160000,2061.27,2064.1,2061.09,2062.72,153.7753
1779893220000,2062.72,2063.35,2062.07,2062.78,98.788
1779893280000,2062.78,2062.89,2059.74,2060.21,144.0283
1779893340000,2060.21,2060.85,2060.0,2060.0,55.3991
1779893400000,2060.0,2062.07,2059.8,2061.68,105.3611
1779893460000,2061.68,2062.08,2060.89,2060.9,87.4298
1779893520000,2060.9,2062.84,2060.89,2062.57,81.6934
1779893580000,2062.57,2063.54,2062.33,2063.54,48.8663
1779893640000,2063.54,2064.3,2062.68,2063.95,81.2054
1779893700000,2063.95,2064.05,2062.71,2062.85,85.2
1779893760000,2062.85,2063.36,2061.5,2061.5,110.3843
1779893820000,2061.5,2062.78,2061.41,2062.49,94.3016
1779893880000,2062.49,2062.51,2061.67,2062.51,43.8078
1779893940000,2062.51,2063.59,2062.51,2062.66,30.3993
1779894000000,2062.66,2062.67,2061.17,2062.22,100.9335
1779894060000,2062.22,2064.56,2062.22,2063.31,109.2862
1779894120000,2063.31,2064.23,2063.3,2063.4,121.8552
1779894180000,2063.4,2066.54,2063.4,2066.18,127.9507
1779894240000,2066.18,2067.16,2063.72,2063.92,220.5783
1779894300000,2063.92,2064.25,2063.52,2063.8,81.3595
1779894360000,2063.8,2065.69,2063.8,2065.12,59.7654
1779894420000,2065.12,2065.64,2064.9,2065.64,50.3952
1779894480000,2065.64,2065.64,2064.2,2064.39,58.1263
1779894540000,2064.39,2065.85,2064.29,2065.56,100.8576
1779894600000,2065.56,2067.58,2065.1,2067.37,94.9454
1779894660000,2067.37,2068.85,2066.47,2066.69,186.0734
1779894720000,2066.69,2067.51,2066.68,2067.1,60.5623
1779894780000,2067.1,2067.39,2066.6,2066.77,111.649
1779894840000,2066.77,2068.11,2066.59,2066.86,62.6383
1779894900000,2066.86,2067.2,2066.36,2066.82,81.2031
1779894960000,2066.82,2068.7,2066.49,2068.7,64.7867
1779895020000,2068.7,2070.0,2068.7,2069.49,94.21
1779895080000,2069.49,2071.58,2069.48,2071.26,187.1969
1779895140000,2071.26,2071.73,2069.75,2070.09,336.2783
1779895200000,2070.09,2075.0,2069.94,2073.85,546.6867
1779895260000,2073.85,2076.47,2071.8,2071.81,450.8381
1779895320000,2071.81,2073.72,2070.48,2070.48,233.323
1779895380000,2070.48,2070.82,2069.84,2070.51,99.3016
1779895440000,2070.51,2073.9,2070.51,2073.9,77.8075
1779895500000,2073.9,2074.29,2072.66,2072.91,74.8514
1779895560000,2072.91,2073.42,2071.99,2073.23,157.0465
1779895620000,2073.23,2073.23,2071.61,2071.63,213.7619
1779895680000,2071.63,2073.23,2071.4,2072.12,140.0489
1779895740000,2072.12,2073.22,2072.12,2073.16,180.6325
1779895800000,2073.16,2077.67,2072.91,2077.29,240.3292
1779895860000,2077.29,2079.71,2077.14,2077.14,507.9467
1779895920000,2077.14,2077.7,2075.28,2075.87,539.7365
1779895980000,2075.87,2077.47,2075.4,2075.9,565.7313
1779896040000,2075.9,2076.11,2074.16,2076.11,1034.1425
1779896100000,2076.11,2077.39,2075.55,2075.71,984.9752
1779896160000,2075.71,2078.05,2075.71,2077.69,698.9336
1779896220000,2077.69,2077.85,2075.9,2077.41,434.967
1779896280000,2077.41,2078.1,2075.75,2075.75,133.9922
1779896340000,2075.75,2076.06,2074.7,2074.92,164.7863
1779896400000,2074.92,2076.1,2074.85,2075.53,91.3147
1779896460000,2075.53,2075.63,2074.64,2074.85,82.3774
1779896520000,2074.85,2075.21,2071.71,2071.93,220.3377
1779896580000,2071.93,2072.59,2070.62,2071.08,390.5966
1779896640000,2071.08,2071.6,2068.51,2070.0,326.5534
1779896700000,2070.0,2072.54,2070.0,2072.54,186.6214
1779896760000,2072.54,2074.13,2071.9,2072.93,1547.5222
1779896820000,2072.93,2073.33,2072.14,2073.22,793.5099
1779896880000,2073.22,2073.8,2072.3,2073.79,836.417
1779896940000,2073.79,2076.05,2073.32,2074.84,940.0285
1779897000000,2074.84,2076.54,2074.78,2075.58,585.9114
1779897060000,2075.58,2075.59,2071.01,2071.37,551.1359
1779897120000,2071.37,2072.2,2070.28,2072.01,382.8011
1779897180000,2072.01,2072.52,2071.86,2071.96,768.5308
1779897240000,2071.96,2071.96,2068.38,2069.75,291.5999
1779897300000,2069.75,2069.76,2067.87,2068.9,172.6264
1779897360000,2068.9,2069.9,2068.9,2069.9,86.8637
1779897420000,2069.9,2070.59,2069.9,2070.3,136.6184
1779897480000,2070.3,2071.21,2070.07,2071.2,116.0159
1779897540000,2071.2,2071.74,2071.2,2071.48,114.4282
1779897600000,2071.48,2072.89,2070.71,2072.89,29.1009
1779897660000,2072.89,2074.44,2072.51,2072.65,170.7082
1779897720000,2072.65,2073.17,2072.3,2073.16,21.162
1779897780000,2073.16,2073.73,2069.21,2069.31,264.416
1779897840000,2069.31,2070.06,2068.5,2069.38,293.3194
1779897900000,2069.38,2069.95,2067.7,2068.49,93.2973
1779897960000,2068.49,2070.09,2067.9,2069.3,47.9386
1779898020000,2069.3,2070.37,2069.3,2069.31,28.9433
1779898080000,2069.31,2070.69,2067.51,2070.65,112.188
1779898140000,2070.65,2071.73,2070.58,2070.71,62.2001
1779898200000,2070.71,2071.73,2070.71,2071.72,8.8608
1779898260000,2071.72,2072.98,2071.45,2071.64,30.3534
1779898320000,2071.64,2072.37,2071.57,2072.37,42.9456
1779898380000,2072.37,2072.79,2071.79,2071.91,58.1349
1779898440000,2071.91,2071.91,2071.0,2071.0,4.4376
1779898500000,2071.0,2071.08,2070.11,2070.33,37.7399
1779898560000,2070.33,2070.33,2065.33,2065.33,259.6913
1779898620000,2065.33,2065.69,2063.73,2064.12,225.5098
1779898680000,2064.12,2064.82,2062.31,2062.68,121.2084
1779898740000,2062.68,2063.79,2062.06,2063.73,168.838
1779898800000,2063.73,2064.99,2062.39,2062.39,122.465
1779898860000,2062.39,2064.38,2062.39,2063.8,97.5741
1779898920000,2063.8,2064.45,2062.8,2062.8,107.2088
1779898980000,2062.8,2063.65,2062.8,2063.65,33.7403
1779899040000,2063.65,2064.53,2063.65,2064.01,67.6606
