time,open,high,low,close,tick_volume,spread,real_volume
2026-05-27 17:15:00,1.16232,1.16256,1.16226,1.16234,177,6,0
2026-05-27 17:20:00,1.16234,1.16242,1.1622,1.16237,123,6,0
2026-05-27 17:25:00,1.16237,1.16247,1.16228,1.16235,104,6,0
2026-05-27 17:30:00,1.16235,1.16238,1.16221,1.16224,105,6,0
2026-05-27 17:35:00,1.16224,1.16247,1.16222,1.16237,134,6,0
2026-05-27 17:40:00,1.16238,1.16256,1.16229,1.1625,83,6,0
2026-05-27 17:45:00,1.1625,1.16261,1.1625,1.16259,77,6,0
2026-05-27 17:50:00,1.16261,1.16279,1.16259,1.1626400000000001,118,6,0
2026-05-27 17:55:00,1.16266,1.16282,1.16263,1.16269,103,6,0
2026-05-27 18:00:00,1.16267,1.16272,1.1623999999999999,1.16242,131,6,0
2026-05-27 18:05:00,1.16243,1.16247,1.16235,1.16244,80,6,0
2026-05-27 18:10:00,1.16243,1.16244,1.16228,1.1623999999999999,79,6,0
2026-05-27 18:15:00,1.1623999999999999,1.16245,1.16224,1.16228,118,6,0
2026-05-27 18:20:00,1.16229,1.16244,1.16226,1.16229,106,6,0
2026-05-27 18:25:00,1.16228,1.16247,1.16228,1.16245,99,6,0
2026-05-27 18:30:00,1.16245,1.1626,1.16237,1.16237,106,6,0
2026-05-27 18:35:00,1.16237,1.16258,1.16237,1.16258,108,6,0
2026-05-27 18:40:00,1.16257,1.16279,1.16252,1.16277,98,6,0
2026-05-27 18:45:00,1.16277,1.16279,1.16262,1.16278,102,6,0
2026-05-27 18:50:00,1.16278,1.16287,1.16271,1.16287,82,6,0
2026-05-27 18:55:00,1.16286,1.16299,1.16285,1.1629,94,6,0
2026-05-27 19:00:00,1.1629,1.16302,1.16279,1.1630099999999999,109,6,0
2026-05-27 19:05:00,1.1630099999999999,1.16311,1.163,1.16302,58,6,0
2026-05-27 19:10:00,1.16302,1.16304,1.16285,1.16299,68,6,0
2026-05-27 19:15:00,1.16299,1.16302,1.16292,1.1629800000000001,60,6,0
2026-05-27 19:20:00,1.1629800000000001,1.16317,1.1629800000000001,1.16311,76,6,0
2026-05-27 19:25:00,1.16311,1.16311,1.163,1.16306,82,6,0
2026-05-27 19:30:00,1.16306,1.16311,1.16289,1.16304,121,6,0
2026-05-27 19:35:00,1.16305,1.16314,1.163,1.16311,79,6,0
2026-05-27 19:40:00,1.16311,1.16312,1.16286,1.16288,87,6,0
2026-05-27 19:45:00,1.16286,1.16295,1.16281,1.16286,60,6,0
2026-05-27 19:50:00,1.16285,1.16286,1.16269,1.16272,52,6,0
2026-05-27 19:55:00,1.1627,1.16288,1.16266,1.16288,110,6,0
2026-05-27 20:00:00,1.16286,1.16304,1.16281,1.16303,106,6,0
2026-05-27 20:05:00,1.16302,1.16302,1.16287,1.16291,56,6,0
2026-05-27 20:10:00,1.16291,1.16293,1.16279,1.16284,58,6,0
2026-05-27 20:15:00,1.16284,1.16291,1.16282,1.16287,40,6,0
2026-05-27 20:20:00,1.16287,1.16287,1.16279,1.16285,33,6,0
2026-05-27 20:25:00,1.16285,1.16287,1.1627399999999999,1.16276,39,6,0
2026-05-27 20:30:00,1.16278,1.16287,1.16278,1.16286,38,6,0
2026-05-27 20:35:00,1.16286,1.16286,1.16267,1.16268,36,6,0
2026-05-27 20:40:00,1.16268,1.16277,1.16261,1.16276,48,6,0
2026-05-27 20:45:00,1.16277,1.16278,1.16257,1.16268,61,6,0
2026-05-27 20:50:00,1.16267,1.16267,1.16257,1.16263,52,6,0
2026-05-27 20:55:00,1.16262,1.1626400000000001,1.16256,1.16259,78,6,0
2026-05-27 21:00:00,1.16258,1.16258,1.16254,1.16256,5,14,0
2026-05-27 21:05:00,1.16254,1.16259,1.16242,1.16255,56,6,0
2026-05-27 21:10:00,1.16254,1.16259,1.16252,1.16257,33,50,0
